102	102	103	103	103	104	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	101	101	101	103	101	101
102	102	103	103	103	104	104	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	104	104	104	103	103	101
102	102	103	103	103	104	104	104	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	104	104	104	103	103	101
101	101	102	102	103	104	104	104	101	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	101	103	103	103	102	102
101	101	102	102	103	101	101	101	104	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	104	103	103	102	102	102
101	101	102	102	103	103	103	103	104	101	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	103	103	104	104	102	102	102	102	102
101	101	102	102	101	103	103	104	104	104	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	101	104	104	104	103	102	102	102	102	102	102
101	101	101	101	102	103	103	104	104	104	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	104	104	104	104	103	102	102	102	102	102	102
101	101	101	101	102	102	103	104	104	104	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	101	104	104	104	104	104	101	101	102	102	102	101	101
101	101	101	101	102	102	103	104	104	104	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	104	104	104	104	102	102	102	102	102	102	102	101	101
101	101	101	101	101	102	102	101	103	103	103	105	105	105	105	105	105	105	105	105	105	105	101	101	101	101	104	104	104	103	103	103	102	102	102	102	102	101	101	101	101
101	101	101	101	101	102	102	102	102	103	103	105	105	105	105	105	105	105	105	105	105	105	101	101	101	101	104	104	104	103	103	103	102	102	101	101	101	101	101	101	101
101	101	101	101	101	102	102	102	102	102	101	103	105	105	105	105	105	101	101	101	101	101	101	101	101	101	104	104	104	104	102	102	102	102	101	101	101	101	101	101	101
101	101	101	101	101	101	101	102	102	102	101	101	105	105	105	105	105	103	103	101	101	101	103	103	103	103	104	104	104	104	102	102	102	102	101	101	101	101	101	101	101
101	101	101	101	101	101	101	102	102	102	101	101	101	101	103	103	103	103	103	101	101	101	103	103	103	103	103	103	102	102	102	102	102	102	101	101	101	101	101	101	101
101	101	101	101	101	101	101	102	102	102	102	101	101	101	103	103	103	103	103	103	103	103	103	103	103	102	102	102	101	101	101	101	101	101	101	101	101	101	101	101	101
101	101	101	101	101	101	101	101	102	102	102	102	102	102	101	101	103	103	103	103	103	103	103	103	103	102	102	102	101	101	101	101	101	101	101	101	101	101	101	101	101
101	101	101	101	101	101	101	101	102	102	102	102	102	102	101	101	103	103	103	103	102	102	102	102	102	102	102	102	101	101	101	101	101	101	101	101	101	101	101	101	101
101	101	101	101	101	101	101	101	101	101	101	101	102	102	102	102	102	102	102	102	102	102	102	102	102	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101
101	101	101	101	101	101	101	101	101	101	101	101	102	102	102	102	102	102	102	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101
101	101	101	101	101	101	101	101	101	101	101	101	102	102	102	102	102	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101
